glc,glc,-1954.423351,True,0.09765
g1p,g1p,0.058932,True,0.10000
g6p,g6p,-8778.849594,True,2.67500
trh,trh,0.071574,True,0.05000
t6p,t6p,0.028853,True,0.02000
udg,udg,0.309360,True,0.70000
adp,adp,1.282000,True,1.28200
atp,atp,2.525000,True,2.52500
ppi,ppi,1.000000,True,1.00000
f6p,f6p,0.625000,True,0.62500
h,h,1.000000,True,1.00000
pho,pho,1.000000,True,1.00000
udp,udp,0.281500,True,0.28150
utp,utp,0.649100,True,0.64910
h2o,h2o,1.000000,True,1.00000
glx,glx,100.000000,True,100.00000
